Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",naziv,latitude,longitude,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",ukupno godina,prosecna ukupna kolicina otpada
Nesanitarne deponije,2021,GRAD SMEDEREVO,102186104,07222262,Smederevo,"Smederevo, Smederevo, 740527",740527,11300,Omladinska  1,026/4622021,026/4622257,kabinet@smederevo.org.rs,8411,Smederevo,Godominsko polje,44.651648,20.951778,"KO Smederevo:13312 (deo), 677/1 (deo), 7490/1, 7491, 7492/1, 7487/3, 7486 (deo), 7491, (deo), segmentu 2: 13312 (deo), 677/1 (deo), 7479 (deo), 7482 (deo), 7491 (deo) i 7486",1971,,40000,"Radinac, Smederevo",Da,Da,Da,Ne,Ne,Ne,Da,Podunavski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Da,Da,2019,Da,2019,ne,,Delimično,Ne,Ne,55,2200000
Nesanitarne deponije,2021,OPŠTINA SMEDEREVSKA PALANKA,102632285,07199007,Smederevska Palanka,"Smederevska Palanka, Smederevska Palanka, 740721",740721,11420,VUKA KARADŽIĆA 25 25,0641944245,,zzs@smederevskapalanka.rs,8411,Smederevska Palanka,Ramnjak,44.3825454,20.9979128,"262/1, 262/2, 262/4, 262/5, 263/1, 263/3, 263/4, 263/5, 282/5 ? 282/18 KO Mala Plana",1990,2013,0,Smederevska Palanka,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Podunavskom,,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2007,Da,2008,delimicno,Sanacija,Delimično,Ne,Da,24,0
Nesanitarne deponije,2021,JAVNO KOMUNALNO-STAMBENO PREDUZEĆE TOPOLA,101223270,07123582,Topola,"Topola (varošica), Topola, 742228",742228,34310,Milivoja Petrovića Blaznavca 6,034/6811-075,034/6811-075,jksptopola@yahoo.com,3600,Topola (selo),Torovi,44.2700821,20.6796526,2539 i 2540 KO Topola Selo,1970,,8000,"Donja Trnava, Manojlovci, Donja Šatornja, Vinča, Vojkovci, Gorovič, Jelenac, Blaznava, Šume, Žabare, Natalinci, Plaskovac, Jarmenovci, Svetlić, Božurnja, Pavlovac, Junkovac, Kloka, Topola (selo), Rajkovac, Guriševci, Zagorica, Topola (varošica), Ovsište, Gornja Trnava, Donja Trešnjevica, Krćevac, Maskar, Lipovac",Ne,Da,Da,Ne,Ne,Ne,Ne,Šumadijski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2005,Ne,,ne,,Ne,Ne,Da,56,448000
Nesanitarne deponije,2021,OPŠTINSKA UPRAVA APATIN,101269416,08350957,Apatin,"Apatin, Apatin, 800180",800180,25260,srpskih vladara 29,0652526021,025773212,ekoinsp@soapatin.org,8421,Apatin,"CIGLANE bb - Romsko naselje, Apatin",45,18,"9040,9039,9025,9026,9027,9028,10222,8758/1",1978,2025,8200,"Sonta, Svilojevo, Prigrevica, Kupusina",Ne,Ne,Ne,Ne,Ne,Ne,Ne,zapadnobačkom,"sombor, kula, odzaci i bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Da,Da,2012,Da,2012,ne,,Delimično,Ne,Da,48,393600
Nesanitarne deponije,2021,"Javno komunalno preduzeće ""Čistoća""",107051272,20732580,Žabalj,"Žabalj, Žabalj, 801321",801321,21230,Svetog Nikole 7,0669725973,0212932246,jkpcistocazabalj@gmail.com,3811,Žabalj,DEPONIJA ŽABALJ,45.22377,20.0215,"7460,7461,7462,7463,7464,7465,7466,7467,7468,7469,7470",1989,,2953,"Žabalj, Gospođinci",Da,Da,Da,Ne,Ne,Ne,Ne,Južnobački okrug,"Novi Sad, Beočin, Sremski Karlovci, Bač, Bačka Palanka, Vrbas, Srbobran, Bečej, Temerin, Titel i Bački Petrovac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,37,109261
Nesanitarne deponije,2021,"Javno komunalno preduzeće ""Čistoća""",107051272,20732580,Žabalj,"Žabalj, Žabalj, 801321",801321,21230,Svetog Nikole 7,0669725973,0212932246,jkpcistocazabalj@gmail.com,3811,Đurđevo,DEPONIJA ĐURĐEVO,45.18149,20.04076,"6759,6760,6761,9447,9579",1990,,1098,Đurđevo,Da,Da,Da,Ne,Ne,Ne,Ne,Južnobački okrug,"Novi Sad, Beočin, Sremski Karlovci, Bač, Bačka Palanka, Vrbas, Srbobran, Bečej, Temerin, Titel, Bački Petrovac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,36,39528
Nesanitarne deponije,2021,"Javno komunalno preduzeće ""Čistoća""",107051272,20732580,Žabalj,"Žabalj, Žabalj, 801321",801321,21230,Svetog Nikole 7,0669725973,0212932246,jkpcistocazabalj@gmail.com,3811,Čurug,Deponija Čurug,45.29047,20.02215,"15094,11626,11627,11628,11629,11630,11631,11688,11689",1988,,1630,Čurug,Da,Da,Da,Ne,Ne,Ne,Ne,Južnobački,"Novi Sad, Beočin, Sremski Karlovci, Bač, Bačka Palanka, Vrbas, Srbobran, bečej, Temerin, Titel i Bački Petrovac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2021,Da,2021,ne,,Da,Da,Ne,38,61940
Nesanitarne deponije,2021,SKUPŠTINA OPŠTINE TITEL,101457453,08050724,Titel,"Titel, Titel, 804738",804738,21240,GLAVNA 1,064/8224242,,uprava@opstinatitel.rs,8411,Gardinovci,Deponija Gardinovci,45.2,20.1,1860/1,2019,,1664,"Mošorin, Gardinovci, Vilovo",Da,Da,Ne,Ne,Ne,Ne,Ne,Istočni Srem i Banat,"Regionalna deponija Inđija (Inđija, Ruma, Irig, Sremski Karlovci, Pećinci, Stara Pazova, Zrenjanin, Sečanj, Žitište)","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,7,11648
Nesanitarne deponije,2021,JAVNO PREDUZEĆE ZA OBAVLJANJE KOMUNALNE DELATNOSTI TOPLICA,100622394,07172818,Kuršumlija,"Kuršumlija, Kuršumlija, 722103",722103,18430,Dragana Milunovića-Džuleta 2,027/381-427,027/381-691,komunalnokursumlija@gmail.com,3600,Baćoglava,Lakovski Bregovi,43.126827,21.221966,kp. br.951/1 KO Baćoglava Kuršumlija,2003,2029,8813.4,"Kastrat, Žuč, Merdare, Belo Polje, Rača, Prolom, Mačkovac, Pljakovo, Kuršumlija, Selova, Visoka, Degrmen, Pepeljevac, Rudare, Baćoglava, Donja Mikuljana, Dankoviće, Gornja Mikuljana, Markoviće, Kuršumlijska Banja, Mala Kosanica, Spance, Lukovo",Da,Da,Ne,Ne,Ne,Ne,Ne,Niški,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2009,Da,2009,ne,,Ne,Ne,Ne,27,237961.8
Nesanitarne deponije,2021,SKUPŠTINA OPŠTINE TITEL,101457453,08050724,Titel,"Titel, Titel, 804738",804738,21240,GLAVNA 1,064/8224242,,uprava@opstinatitel.rs,8411,Titel,Nesanitarna deponija Titel,45.12371,20.171451,4292 ko Titel,1989,,3120,Titel,Da,Da,Ne,Ne,Ne,Ne,Ne,Istočni Srem i Banat,"Regionalna deponija Inđija (Inđija, Ruma, Irig, Sremski Karlovci, Pećinci, Stara Pazova, Zrenjanin, Sečanj, Žitište)","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,37,115440
Nesanitarne deponije,2021,Gradska uprava Zrenjanin,102506213,08002266,Zrenjanin,"Zrenjanin, Zrenjanin, 801542",801542,23000,Trg Slobode 10,0648116667,,jelena.poucki@grad.zrenjanin.rs,8411,Zrenjanin,Gradska deponija,45.3540472,20.3644608,100,1986,,40000,Žitište,Da,Da,Da,Da,Ne,Ne,Da,"Zrenjanin, Titel, Sečanj, Kovačica","Zrenjanin, Titel, Sečanj, Kovačica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Po kasetama,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2021,Da,2021,ne,,Ne,Ne,Ne,40,1600000
Nesanitarne deponije,2021,OPŠTINA BOLJEVAC,102026307,07223692,Boljevac,"Boljevac, Boljevac, 706213",706213,19370,Kralja Aleksandra 24,065/2004355,,natasha.grbovic@gmail.com,8411,Boljevac,Obla,43.807785,21.872181,10189,1994,2025,2760,Boljevac,Da,Ne,Ne,Ne,Ne,Ne,Ne,Zaječarski upravni okrug,"Gradovi Zaječar i Bor, opštine Knježevac,Negotin, Majdanpek i Kladovo","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2019,Da,2019,ne,,Ne,Ne,Da,32,88320
Nesanitarne deponije,2021,JAVNO KOMUNALNO-STAMBENO PREDUZEĆE KOMSTAN,101306946,07154780,Trstenik,"Trstenik, Trstenik, 743178",743178,37240,Živadina Apostolovića 8,037/713-052,037/713-052,komstan@komstan.rs,3600,Trstenik,GRADSKA DEPONIJA TRSTENIK,43.5995715,20.9820633,"1042/2, 1568/28, 1568/53",1991,2030,8900,Trstenik,Da,Da,Ne,Ne,Da,Da,Da,Kraljevo,"Kraljevo, Vrnjačka Banja, Raška, Paraćin, Trstenik","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2019,Da,2019,da,Rekultivacija,Da,Delimično,Ne,40,356000
Nesanitarne deponije,2021,JKP KRUŠEVAC,100323011,07145667,Kruševac,"Kruševac, Kruševac, 721107",721107,37000,Nikole Čolovića 2 037423026,037/423-026,037/425-556,jkpks@jkpkrusevac.co.rs,3811,Srnje,Srnje,43.6479494,21.2851516,"178,177/5,177/4,170/3,170/4,9/3,9/4,10/7,10/11,10/12,28,29,23,22,19,181,180/1,180/2",1984,,47000,Kruševac,Ne,Da,Da,Ne,Ne,Ne,Ne,Rasinskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Ne,Da,2023,Da,2020,ne,,Ne,Ne,Ne,42,1974000
Nesanitarne deponije,2021,Opština Ćuprija,101375417,07183968,Ćuprija,"Ćuprija, Ćuprija, 744492",744492,35230,13. Oktobra  7,035/8470-248,,info@cuprija.rs,8411,Ćuprija,mucava,44,21,5.68 ha,1964,,0,Ćuprija,Ne,Da,Ne,Ne,Ne,Ne,Ne,/,/,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,62,0
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE ZA ODRŽAVANJE ČISTOĆE I PIJACE KOMUNALAC,101109285,07181655,Čačak,"Čačak, Čačak, 746061",746061,32000,Nikole Tesle 42,032/5578202,032/5578202,direkcija@komunalac.co.rs,3811,Čačak,Prelići,43.879473,20.38532,1293/1;1293/2;1296/2;1297;1299;1300;1301;1302;1304;1305;1376/3;107/2;108/2;109/1;111;112/1;113/1;113/2;130/1;132;133/1;133/2;135/1;136/1;2004/2;2004/3,1973,2012,0,"Atenica, Pridvorica, Sokolići, Ostra, Trbušani, Mrčajevci, Preljina, Rakova, Baluga (Trnavska), Petnica, Prislonica, Goričani, Vapa, Vrnčani, Pakovraće, Ježevica, Lipnica, Gornja Trepča, Donja Gorevnica, Vujetinci, Miokovci, Riđage, Banjica, Kukići, Vidova, Jezdina, Jančići, Konjevići, Slatina, Kulinovci, Stančići, Beljina, Parmenac, Vranići, Bečanj, Milićevci, Prijevor, Rajac, Viljuša, Baluga (LJubićska), Međuvršje, Gornja Gorevnica, Mršinci, LJubić, Loznica, Čačak, Bresnica, Rošci, Zablaće, Ovčar Banja, Trnava, Premeća, Donja Trepča, Kačulice, Brezovica, Žaočani, Mojsinje, Katrga",Da,Da,Da,Ne,Ne,Ne,Da,Moravičkom,"Užice,Lučani , Kosjerić , Požega , Arilje , Ivanjica , Čajetina , Bajina Bašta",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Po kasetama,Da,Više od 5 godina eksploatacije,Da,Da,Da,2016,Da,2016,da,Rekultivacija,Da,Da,Ne,40,0
Nesanitarne deponije,2021,Opština Negotin,100566475,07233345,Negotin,"Negotin, Negotin, 728675",728675,19300,Trg Stevana Mokranjca 1,019 544 000,019 544 000,ekoneg@mts.rs,8411,Negotin,Gradska deponija,44.239864,22.556559,"10251,10258",1959,2030,9000,Negotin,Da,Da,Ne,Ne,Ne,Ne,Ne,Borski,"Zaječar,Majdampek,Kladovo,Boljevac,Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2006,Ne,,ne,,Delimično,Ne,Da,72,648000
Nesanitarne deponije,2021,"Javno komunalno preduzeće Kučevo, Kučevo",102025919,07323824,Kučevo,"Kučevo, Kučevo, 722782",722782,12240,Trg Veljka Dugoševića 34,012/852-137,012/852-138,jkpkucevo@gmail.com,3811,Kučevo,Utrina,44.4646783,21.679741,Br. 5891 KO Kučevo,2002,,1961,Kučevo,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Braničevski,"Veliko Gradište, Golubac, Petrovac, Žagubica, Žabari, Malo Crniće, Požarevac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,24,47064
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE VARVARIN,101144012,07218281,Varvarin,"Varvarin, Varvarin, 709131",709131,37260,"JUHORSKA, TRŽNI CENTAR Lamela 5 5",037788455,037788455,jkpvarvarin@gmail.com,3600,Varvarin,Moravište,43.7195,21.389,"6046/1,5998/1,603-633,648-673",1980,,5000,"Varvarin, Ćićevac",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Rasinskom,"Blace, Ćićevac, Kruševac, Aleksandrovac, Brus","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2019,Da,2019,ne,,Ne,Ne,Da,46,230000
Nesanitarne deponije,2021,OPŠTINA PLANDIŠTE,102002904,08057567,Plandište,"Plandište, Plandište, 803448",803448,26360,VOJVODE PUTNIKA  38,0668670077,,office@plandiste-opstina.rs,8411,Plandište,Smetlište komunalnog čvrstog otpada,45.2363348,21.1289255,"1916, 1917, 1918, 2691/1",1980,,2500,Plandište,Da,Da,Da,Ne,Da,Ne,Da,Vršac,"Vršac, Plandište, Bela Crkva",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Po kasetama,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2005,Da,2005,delimicno,Rekultivacija,Delimično,Delimično,Da,46,115000
Nesanitarne deponije,2021,Javno komunalno preduzeće ''Mediana'' - Niš,100334296,07319649,Niš - Palilula,"Niš (Palilula), Niš-Palilula, 792055",792055,18000,Mramorska 10,018/425-3990,018/424-5271,jkpmediana@jkpmediana.rs,3811,Niš (Palilula),Gradska deponija ‚‚Bubanj'' - Niš,43.2884718,21.8854718,KO Niš - Bubanj i  KO Pasi Poljana,1968,2025,150000,"Niš (grad), Gadžin Han, Doljevac, Merošina",Da,Da,Da,Da,Ne,Ne,Da,Niški region,"Gadžin Han, Svrljig, Ražanj, Doljevac, Aleksinac, Merošina, Soko Banja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2005,Da,2005,da,Sanacija,Da,Da,Da,58,8700000
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE VIDRAK VALJEVO,100069386,07096844,Valjevo,"Valjevo, Valjevo, 708402",708402,14000,Vojvode Mišića 50,014221556,014242981,vidrak@ptt.rs,3811,Gornja Grabovica,Gorić,44.269656,19.9249978,"7198/1,7198/2,7193/1,7194,7200,7202/1,7184,7192/1,7199,7197,7198,7195",1990,,38500,"Ub, Mionica (varošica), Valjevo",Da,Da,Da,Da,Da,Da,Da,Region Šumadije i Zapadne srbije - Kolubarska oblast,"Obrenovac, Ub, Barajevo, Vladimirci, Lajkovac, Mionica, Osečina, Ljig","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Privremeno,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2005,Da,2005,ne,,Da,Da,Da,36,1386000
Nesanitarne deponije,2021,Grad Sombor,100123258,08337152,Sombor,"Sombor, Sombor, 803979",803979,25000,Tgr cara Uroša 1,025468179,,helena@sombor.rs,8411,Sombor,"gradska deponija ""Rančevo""",45.8621904,19.1159462,"12457/1, 12457/2, 12457/3, 12457/4  K.O. Sombor 2",1991,2050,40000,"Rastina, Doroslovo, Stanišić, Čonoplja, Riđica, Kljajićevo, Aleksa Šantić, Gakovo, Bezdan, Bački Monoštor, Kolut, Telečka, Stapar, Sombor, Bački Breg",Da,Da,Ne,Ne,Ne,Ne,Ne,zapadnobački upravni okrug,"Apatin, Odžaci, Kula i Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Da,Ne,,,,,,,,,60,2400000
Nesanitarne deponije,2021,OPŠTINA BAČKA TOPOLA,101582899,08070555,Bačka Topola,"Bačka Topola, Bačka Topola, 800473",800473,24300,MARŠALA TITA 30 30,024715310,,peter.sedlar@btopola.org.rs,8411,Bačka Topola,deponija topola,45.787467,19.618383,"1776,1775,1722,1871,1610",1987,,3140,"Zobnatica, Tomislavci, Gunaroš, Mali Beograd, Karađorđevo",Ne,Da,Da,Da,Ne,Ne,Ne,region subotica,"subotica, kanjiža, senta, mali iđoš,čoka, novi kneževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2005,Da,2006,delimicno,Rekultivacija,Da,Delimično,Da,39,122460
Nesanitarne deponije,2021,OPŠTINA KNJAŽEVAC,102106760,07212674,Knjaževac,"Knjaževac, Knjaževac, 717657",717657,19350,MILOŠA OBILIĆA 1 1,0648643314,,soknjazevac@mts.rs,8411,Knjaževac,deponija lug,43.580309,22.262006,3415/1,1950,,12000,"Zubetinac, Bučje",Da,Ne,Ne,Ne,Ne,Ne,Ne,Zaječarskom,"Zaječar, Bor, Kladovo, Negotin i Majdanpek","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2006,Da,2006,ne,,Delimično,Nije primenljivo,Da,76,912000
Nesanitarne deponije,2021,Gradska uprava za imovinu i održivi razvoj,100232752,17620541,Niš - Mediana,"Niš (Medijana), Niš-Medijana, 792047",792047,18000,NIKOLE PAŠIĆA 24 24,018505523,,jovana.savic@gu.ni.rs,8411,Niš (Palilula),"Gradska deponija ""Bubanj"" Niš",43.2884718,21.8854718,"KO Niš-Bubanj, KO Pasi Poljana",1968,,150000,"Gadžin Han, Niš (Pantelej), Merošina, Niš (Palilula), Doljevac, Niš (Crveni Krst), Niška Banja, Niš (Medijana)",Da,Da,Da,Da,Ne,Ne,Da,Niški region,"Gadžin Han, Svrljig, Ražanj, Doljevac, Aleksinac, Merošina, Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2015,Da,2015,da,Sanacija,Da,Da,Da,58,8700000
Nesanitarne deponije,2021,OPŠTINSKA UPRAVA OPŠTINE KNIĆ,101611061,07186193,Knić,"Knić, Knić, 716995",716995,34240,bb bb,034/510-113,,nacelnik@knic.rs,8411,Knić,Bakčine,43.9368,20.7338,kp.br. 1934/1 KO Knić  i kp.br. 1934/2 KO Knić,1981,,6300,Knić,Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,/,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,45,283500
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE PARAĆIN,101095660,06569285,Paraćin,"Paraćin, Paraćin, 731501",731501,35250,Čika tasina 11 035563636,0628536656,,danijel.zivkovic.jkppn@gmail.com,3811,Trešnjevica,Buljanka,43.8781763,21.3475269,"4953/3, 4959/1, 1218,4960,6104/29,4537,4538,1219/5,1219/6,1219/2,1219/7,3218/43,3218/45,1217/7,1219/1,3218/46 i 6104/15",1975,2025,19020,"Svojnovo, Plana, Klačevica, Šaludovac, Glavica, Krežbinac, Zabrega, Davidovac, Sikirica, Tekija, Stubica, Paraćin, Bošnjane, Donja Mutnica, Izvor, Buljane, Popovac, Lešje, Golubovac, Striža, Drenovac, Gornje Vidovo, Donje Vidovo, Lebina, Šavac, Mirilovac, Potočac, Sinji Vir, Sisevac, Ratare, Čepure, Gornja Mutnica, Raševica, Busilovac, Trešnjevica",Da,Da,Ne,Ne,Da,Da,Da,Kraljevo,"Grad Kraljevo i opštine Trstenik, Raška i Vrnjačka Banja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2007,Da,2007,delimicno,Rekultivacija,Delimično,Ne,Da,51,970020
Nesanitarne deponije,2021,BUDŽET OPŠTINE BLACE,100984785,07203608,Blace,"Blace, Blace, 705225",705225,18420,KARAĐORĐEVA  4,0658099311,027/371138,blace@blace.org.rs,8411,Međuhana,Međuhana,43.3062479,21.3246058,3343 KO Međuhana,1977,,12400,Blace,Da,Da,Ne,Ne,Da,Ne,Ne,Rasinskom,"Grad Kruševac, Opština Brus, Opština Aleksandrovac, Opština Ćićevac i Opština Varvarin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2006,Da,2007,delimicno,Sanacija,Delimično,Delimično,Da,49,607600
Nesanitarne deponije,2021,"Gradska uprava za javne prihode,zaštitu životne sredine i inspekcijski nadzor",102904062,07115008,Jagodina,"Jagodina, Jagodina, 738352",738352,35000,Kralja Petra I 6,0358150318,,zivotna.sredina@jagodina.org.rs,8411,Jagodina,Kablovska,43.976582,21.276852,"228/13,228/3,228/4,2344/1,2356",1970,2010,0,Jagodina,Ne,Da,Ne,Ne,Ne,Ne,Da,region 20,"Rekovac,Ćuprija",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2003,Ne,,delimicno,Sanacija,Ne,Ne,Da,41,0
Nesanitarne deponije,2021,OPŠTINA RAŠKA,101609280,07175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,Razdolje,43.291414,20.6367963,"147 KO Raška, 4696 i 4695 KO Rvati",1984,,7000,Raška,Ne,Da,Da,Ne,Da,Ne,Da,Kraljevo,Ne postoji sporaazum,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,42,294000
Nesanitarne deponije,2021,JAVNO KOMUNALNO-STAMBENO PREDUZEĆE ALEKSANDROVAC,100365240,07100124,Aleksandrovac,"Aleksandrovac, Aleksandrovac, 700029",700029,37230,10 Avgusta 46,037/355-2155,037/355-2303,jksp@mts.rs,3600,Kožetin,Sinjevac,43.45,21.02,687,1970,,4727,Aleksandrovac,Da,Da,Ne,Ne,Ne,Ne,Ne,Rasinski okrug,Kruševac,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,56,264712
